PEP 279| draft | list itemize amap enumerate does what is says . | four syllables is a little long enum pithy less clear than enumerate too similar to enum in other languages where it has a different meaning | say | list itemize amap enumerate does what is says .
PEP 302| wrote_pep | I believe that PEP 302 is more or less up to date there is discussion of a Phase 2 rationalisation in the PEP, which hasn't been implemented, but IIRC that is mainly an internal detail and doesn't affect the user visible interface . | I'll do a quick check of the PEP against reality, but if there are mismatches, I can't offer to fix them Just was the coding wizard, I just wrote some of the blurb . | discussion | I believe that PEP 302 is more or less up to date there is discussion of a Phase 2 rationalisation in the PEP, which hasn't been implemented, but IIRC that is mainly an internal detail and doesn't affect the user visible interface .
PEP 308| accepted | This doesn't strictly equate to number of signatures , which is how these sorts of petitions are often treated in modern politics it's more about strength of argument. | So not only is this system not democratic in the obvious sense of majority rules if you get more votes than , the PEP is approved , it's also almost never even about gathering numerical support which is what this would be able to show . | _argument | This doesn't strictly equate to number of signatures , which is how these sorts of petitions are often treated in modern politics it's more about strength of argument.
PEP 308| accepted | This doesn't strictly equate to number of signatures , which is how these sorts of petitions are often treated in modern politics it's more about strength of argument. | So not only is this system not democratic in the obvious sense of majority rules if you get more votes than , the PEP is approved , it's also almost never even about gathering numerical support which is what this would be able to show . | _argument | This doesn't strictly equate to number of signatures , which is how these sorts of petitions are often treated in modern politics it's more about strength of argument.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | interest | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | interest | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | interest | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | interest | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | majority | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support. | Accordingly, the PEP was rejected due to the lack of an overwhelming majority for change. | interest | While there was an overall interest in having some form of if then else expressions, no one format was able to draw majority support.
