PEP 1 | accepted| discussion | need not be completed before the PEP is accepted .|Modified Files : pep-0001.txt Log Message : Fleshed out the bulk of the guidelines , after internal discussion among the PEP authors and the BDFL .
PEP null | | support | |A vocal minority of users has also requested + support for lower-cased numerals for use in -LRB- i -RRB- powerpoint slides , + -LRB- ii -RRB- academic work , and -LRB- iii -RRB- Perl documentation .
PEP null | | majority | |While the majority of Python users deemed this + to be a nice-to-have feature , the community was unable to reach a + concensus on whether nine should be represented as IX , the modern + form , or VIIII , the classic form .
PEP 0 | bdfl_pronouncement_rejected| discussion | BDFL Pronouncement This PEP is rejected .|+ See python-dev discussion on 17 June 2005 .
PEP 0 | bdfl_pronouncement_rejected| discussion | BDFL Pronouncement This PEP is rejected .|+ See python-dev discussion on 17 June 2005 .
PEP 0 | bdfl_pronouncement_rejected| discussion | BDFL Pronouncement This PEP is rejected .|+ See python-dev discussion on 17 June 2005 .
PEP 0 | bdfl_pronouncement_rejected| discussion | BDFL Pronouncement This PEP is rejected .|+ See python-dev discussion on 17 June 2005 .
PEP 0 | rejected| discussion | BDFL Pronouncement This PEP is rejected .|+ See python-dev discussion on 17 June 2005 .
PEP 0 | rejected| discussion | BDFL Pronouncement This PEP is rejected .|+ See python-dev discussion on 17 June 2005 .
PEP null | | discussion | |+ See python-dev discussion on 17 June 2005 .
PEP 0 | bdfl_pronouncement_rejected| discussion | BDFL Pronouncement This PEP is rejected .|See the python-dev discussion on 17 June 2005 .
PEP 0 | bdfl_pronouncement_rejected| discussion | BDFL Pronouncement This PEP is rejected .|See the python-dev discussion on 17 June 2005 .
PEP 0 | bdfl_pronouncement_rejected| discussion | BDFL Pronouncement This PEP is rejected .|See the python-dev discussion on 17 June 2005 .
PEP 0 | bdfl_pronouncement_rejected| discussion | BDFL Pronouncement This PEP is rejected .|See the python-dev discussion on 17 June 2005 .
PEP 0 | bdfl_pronouncement_rejected| discussion | BDFL Pronouncement This PEP is rejected .|See the python-dev discussion on 17 June 2005 .
PEP 0 | bdfl_pronouncement_rejected| discussion | BDFL Pronouncement This PEP is rejected .|See the python-dev discussion on 17 June 2005 .
PEP 0 | bdfl_pronouncement_rejected| discussion | BDFL Pronouncement This PEP is rejected .|See the python-dev discussion on 17 June 2005 .
PEP 0 | bdfl_pronouncement_rejected| discussion | BDFL Pronouncement This PEP is rejected .|See the python-dev discussion on 17 June 2005 .
PEP 0 | rejected| discussion | BDFL Pronouncement This PEP is rejected .|See the python-dev discussion on 17 June 2005 .
PEP 0 | rejected| discussion | BDFL Pronouncement This PEP is rejected .|See the python-dev discussion on 17 June 2005 .
PEP 0 | rejected| discussion | BDFL Pronouncement This PEP is rejected .|See the python-dev discussion on 17 June 2005 .
PEP 0 | rejected| discussion | BDFL Pronouncement This PEP is rejected .|See the python-dev discussion on 17 June 2005 .
PEP null | | discussion | |See the python-dev discussion on 17 June 2005 .
PEP null | | discussion | |See the python-dev discussion on 17 June 2005 .
PEP 0 | bdfl_pronouncement_rejected| discussion | BDFL Pronouncement This PEP is rejected .|See the python-dev discussion on 17 June 2005 .
PEP 0 | bdfl_pronouncement_rejected| discussion | BDFL Pronouncement This PEP is rejected .|See the python-dev discussion on 17 June 2005 .
PEP 0 | bdfl_pronouncement_rejected| discussion | BDFL Pronouncement This PEP is rejected .|See the python-dev discussion on 17 June 2005 .
PEP 0 | bdfl_pronouncement_rejected| discussion | BDFL Pronouncement This PEP is rejected .|See the python-dev discussion on 17 June 2005 .
