PEP 11| proposal | The growing amount of these fragments poses the risk of unmaintainability without having experts for a large number of platforms , it is not possible to determine whether a certain change to the Python source code will work on all supported platforms . | To reduce this risk , this PEP proposes a procedure to remove code for platforms with no Python users . | support | The growing amount of these fragments poses the risk of unmaintainability without having experts for a large number of platforms , it is not possible to determine whether a certain change to the Python source code will work on all supported platforms .
PEP 308| updated | txt , v retrieving revision 1.21 retrieving revision 1.22 diff u d r1 .21 r1 .22 pep 0308.txt 30 Sep 2005 01 51 58 0000 1.21 pep 0308.txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9 29 2005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | txt , v retrieving revision 1.21 retrieving revision 1.22 diff u d r1 .21 r1 .22 pep 0308.txt 30 Sep 2005 01 51 58 0000 1.21 pep 0308.txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9 29 2005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax .
PEP 308| vote | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior . | Following the discussion , a vote was held . | discussion | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior .
PEP 308| vote | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior . | Following the discussion , a vote was held . | discussion | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior .
PEP 308| vote_after_discussion | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior . | Following the discussion , a vote was held . | discussion | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . | support | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . | majority | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . | support | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . | majority | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . '' | support | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . '' | majority | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . '' | support | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . '' | majority | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| bdfl_pronouncement | LSB 2 RSB Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | LSB 2 RSB Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax .
